player_stats_id,player_id,game_id,PaComp,PaAtt,PaYd,PaTD,PaINT,RuAtt,RuYd,RuTD,Target,Rec,ReYd,ReTD
528,216,2024091504,,,,,,0,0,0,2,1,9,0
529,342,2024091503,,,,,,2,8,0,0,0,0,0
530,190,2024091506,,,,,,0,0,0,2,1,7,0
531,217,2024091512,,,,,,0,0,0,2,1,6,0
532,235,2024091601,,,,,,0,0,0,1,1,6,0
533,233,2024091506,,,,,,0,0,0,1,1,6,0
534,243,2024091501,,,,,,1,2,0,4,2,4,0
535,343,2024091201,,,,,,0,0,0,4,1,5,0
536,220,2024091513,,,,,,0,0,0,6,1,5,0
537,344,2024091505,,,,,,0,0,0,1,1,4,0
538,345,2024091504,,,,,,0,0,0,1,1,4,0
539,227,2024091509,,,,,,1,4,0,0,0,0,0
540,204,2024091201,,,,,,0,0,0,2,1,3,0
541,229,2024091509,,,,,,0,0,0,2,1,2,0
542,215,2024091510,,,,,,1,2,0,0,0,0,0
543,172,2024091508,,,,,,0,0,0,2,1,1,0
544,234,2024091201,,,,,,0,0,0,1,0,0,0
545,226,2024091504,,,,,,0,0,0,1,0,0,0
546,164,2024091201,,,,,,0,0,0,1,0,0,0
547,346,2024091512,,,,,,0,0,0,1,0,0,0
548,144,2024091201,,,,,,0,0,0,1,0,0,0
549,228,2024091514,,,,,,0,0,0,1,0,0,0
550,347,2024091502,,,,,,0,0,0,1,0,0,0
551,206,2024091508,,,,,,0,0,0,1,0,0,0
552,195,2024091201,,,,,,0,0,0,1,0,0,0
553,230,2024091509,,,,,,0,0,0,1,0,0,0
554,246,2024091601,,,,,,0,0,0,1,0,0,0
555,181,2024091509,,,,,,0,0,0,3,1,-1,0
556,257,2024091505,,,,,,,,,8,7,76,1
557,272,2024091506,,,,,,,,,12,8,109,0
558,253,2024091510,,,,,,,,,9,9,98,0
559,271,2024091513,,,,,,,,,9,7,91,0
560,281,2024091511,,,,,,,,,1,1,18,1
561,265,2024091511,,,,,,,,,6,6,67,0
562,348,2024091509,,,,,,,,,6,3,65,0
563,292,2024091512,,,,,,,,,1,1,5,1
564,266,2024091507,,,,,,,,,4,4,62,0
565,287,2024091201,,,,,,,,,7,6,53,0
566,278,2024091510,,,,,,,,,5,4,51,0
567,349,2024091501,,,,,,,,,6,6,43,0
568,268,2024091512,,,,,,,,,4,4,39,0
569,263,2024091601,,,,,,,,,4,3,38,0
570,284,2024091201,,,,,,,,,4,4,33,0
571,350,2024091513,,,,,,,,,4,4,32,0
572,279,2024091508,,,,,,,,,3,3,29,0
573,351,2024091513,,,,,,,,,3,3,28,0
574,293,2024091514,,,,,,,,,5,4,27,0
575,248,2024091510,,,,,,,,,3,2,26,0
576,305,2024091505,,,,,,,,,2,2,26,0
577,352,2024091508,,,,,,,,,4,3,23,0
578,300,2024091503,,,,,,,,,1,1,22,0
579,275,2024091514,,,,,,,,,3,2,21,0
580,251,2024091601,,,,,,,,,4,3,20,0
581,282,2024091601,,,,,,,,,2,2,19,0
582,260,2024091501,,,,,,,,,1,1,1,0
583,353,2024091514,,,,,,,,,1,1,18,0
584,280,2024091512,,,,,,,,,8,3,16,0
585,259,2024091503,,,,,,,,,2,2,16,0
586,252,2024091504,,,,,,,,,3,3,16,0
587,283,2024091506,,,,,,,,,3,1,14,0
588,354,2024091509,,,,,,,,,2,2,13,0
589,255,2024091502,,,,,,,,,3,2,13,0
590,355,2024091504,,,,,,,,,2,2,13,0
591,277,2024091505,,,,,,,,,3,2,12,0
592,356,2024091503,,,,,,,,,2,1,12,0
593,254,2024091511,,,,,,,,,2,1,12,0
594,298,2024091510,,,,,,,,,1,1,11,0
595,267,2024091509,,,,,,,,,1,1,10,0
596,288,2024091504,,,,,,,,,2,1,10,0
597,303,2024091503,,,,,,,,,2,1,9,0
598,294,2024091508,,,,,,,,,2,2,8,0
599,306,2024091201,,,,,,,,,1,1,8,0
600,357,2024091513,,,,,,,,,1,1,7,0
601,261,2024091513,,,,,,,,,3,1,5,0
602,304,2024091503,,,,,,,,,1,1,6,0
603,302,2024091507,,,,,,,,,1,1,5,0
604,264,2024091506,,,,,,,,,1,1,5,0
605,262,2024091508,,,,,,,,,2,1,5,0
606,297,2024091514,,,,,,,,,1,1,4,0
607,358,2024091510,,,,,,,,,1,1,4,0
608,308,2024091514,,,,,,,,,3,2,1,0
609,359,2024091512,,,,,,,,,1,0,0,0
610,360,2024091510,,,,,,,,,1,0,0,0
611,289,2024091201,,,,,,,,,2,0,0,0
612,361,2024091504,,,,,,,,,3,0,0,0
613,362,2024091501,,,,,,,,,1,0,0,0
614,363,2024091508,,,,,,,,,1,0,0,0
615,291,2024091502,,,,,,,,,2,0,0,0
